MJD,Freq,Flux,Flux_err,Source
54523.192,43000.0,2.595,0.291,1741-038
54556.067,43000.0,2.351,0.262,1741-038
54557.067,43000.0,2.342,0.277,1741-038
54579.984,43000.0,2.189,0.237,1741-038
54580.984,43000.0,2.113,0.221,1741-038
54596.943,43000.0,2.141,0.279,1741-038
54611.89,43000.0,2.187,0.228,1741-038
54612.89,43000.0,2.194,0.244,1741-038
54641.807,43000.0,2.566,0.35,1741-038
54641.827,43000.0,2.065,0.309,1741-038
54642.806,43000.0,2.0,0.249,1741-038
54642.828,43000.0,1.838,0.26,1741-038
54643.806,43000.0,2.189,0.277,1741-038
54643.828,43000.0,2.136,0.273,1741-038
54659.765,43000.0,2.233,0.356,1741-038
54659.786,43000.0,2.005,0.335,1741-038
54660.767,43000.0,2.375,0.398,1741-038
54660.786,43000.0,2.389,0.4,1741-038
54679.723,43000.0,2.051,0.24,1741-038
54679.744,43000.0,2.163,0.257,1741-038
54680.723,43000.0,2.232,0.251,1741-038
54680.744,43000.0,2.08,0.357,1741-038
54681.724,43000.0,1.919,0.238,1741-038
54681.745,43000.0,2.06,0.236,1741-038
54682.723,43000.0,2.392,0.265,1741-038
54682.744,43000.0,2.343,0.258,1741-038
54708.64,43000.0,1.823,0.256,1741-038
54708.662,43000.0,1.736,0.22,1741-038
54709.641,43000.0,1.464,0.197,1741-038
54709.66,43000.0,1.713,0.281,1741-038
54710.64,43000.0,2.453,0.282,1741-038
54710.661,43000.0,2.054,0.252,1741-038
54743.556,43000.0,2.962,0.502,1741-038
54744.558,43000.0,1.885,0.356,1741-038
54745.556,43000.0,2.64,0.448,1741-038
54780.442,43000.0,1.633,0.275,1741-038
54807.442,43000.0,2.286,0.339,1741-038
54808.442,43000.0,1.844,0.285,1741-038
54842.32,43000.0,2.076,0.578,1741-038
54877.234,43000.0,2.087,0.492,1741-038
54879.234,43000.0,2.723,0.566,1741-038
54930.067,43000.0,2.58,0.276,1741-038
54931.067,43000.0,2.625,0.275,1741-038
54958.942,43000.0,2.973,0.343,1741-038
54960.942,43000.0,2.402,0.275,1741-038
55009.806,43000.0,2.846,0.33,1741-038
55009.828,43000.0,2.858,0.371,1741-038
55010.804,43000.0,2.484,0.328,1741-038
55010.827,43000.0,2.547,0.309,1741-038
55011.807,43000.0,2.928,0.333,1741-038
55011.828,43000.0,2.779,0.344,1741-038
55167.443,43000.0,2.761,0.464,1741-038
55168.443,43000.0,2.414,0.383,1741-038
55211.316,43000.0,3.283,0.402,1741-038
53511.05,5000.0,7.359,0.188,1741-038
53511.127,5000.0,7.483,0.194,1741-038
53543.968,5000.0,6.594,0.153,1741-038
53544.06,5000.0,6.669,0.154,1741-038
53544.806,5000.0,6.641,0.159,1741-038
53576.996,5000.0,6.759,0.181,1741-038
53577.782,5000.0,6.493,0.173,1741-038
53577.847,5000.0,6.669,0.176,1741-038
53605.786,5000.0,6.782,0.164,1741-038
53639.548,5000.0,6.672,0.147,1741-038
53639.637,5000.0,6.847,0.145,1741-038
53639.736,5000.0,6.831,0.139,1741-038
53639.811,5000.0,6.865,0.169,1741-038
53724.397,5000.0,6.604,0.167,1741-038
53766.279,5000.0,6.252,0.192,1741-038
53766.364,5000.0,6.351,0.187,1741-038
53770.368,5000.0,6.311,0.121,1741-038
53770.377,5000.0,6.321,0.127,1741-038
53826.236,5000.0,6.289,0.184,1741-038
53826.245,5000.0,6.283,0.19,1741-038
53852.107,5000.0,6.122,0.25,1741-038
53852.116,5000.0,6.125,0.251,1741-038
53974.778,5000.0,6.336,0.166,1741-038
53974.787,5000.0,6.277,0.158,1741-038
54011.681,5000.0,6.046,0.091,1741-038
54011.69,5000.0,6.005,0.097,1741-038
54023.594,5000.0,6.26,0.163,1741-038
54023.603,5000.0,6.188,0.153,1741-038
54289.958,5000.0,5.792,0.082,1741-038
54289.967,5000.0,5.753,0.083,1741-038
54296.92,5000.0,5.529,0.154,1741-038
54296.929,5000.0,5.497,0.159,1741-038
54348.655,5000.0,5.763,0.166,1741-038
54348.664,5000.0,5.769,0.17,1741-038
54348.674,5000.0,5.753,0.167,1741-038
54348.683,5000.0,5.643,0.162,1741-038
54396.667,5000.0,5.912,0.252,1741-038
54689.751,5000.0,4.992,0.135,1741-038
54689.761,5000.0,5.02,0.135,1741-038
54779.628,5000.0,4.581,0.122,1741-038
54779.637,5000.0,4.576,0.12,1741-038
54913.157,5000.0,4.468,0.248,1741-038
54913.166,5000.0,4.514,0.336,1741-038
54954.144,5000.0,4.686,0.363,1741-038
54954.154,5000.0,4.684,0.406,1741-038
55002.957,5000.0,3.783,0.136,1741-038
55002.966,5000.0,3.653,0.15,1741-038
55034.871,5000.0,4.186,0.305,1741-038
55034.881,5000.0,4.192,0.312,1741-038
55062.837,5000.0,3.997,0.218,1741-038
55062.847,5000.0,4.079,0.213,1741-038
55099.649,5000.0,4.042,0.243,1741-038
55099.659,5000.0,3.797,0.15,1741-038
55121.694,5000.0,3.901,0.109,1741-038
55121.703,5000.0,3.903,0.108,1741-038
55210.318,5000.0,3.661,0.113,1741-038
55210.328,5000.0,3.708,0.114,1741-038
53510.9,8000.0,7.381,0.195,1741-038
53510.957,8000.0,7.403,0.194,1741-038
53511.191,8000.0,7.316,0.207,1741-038
53543.84,8000.0,7.164,0.344,1741-038
53544.943,8000.0,7.094,0.246,1741-038
53545.032,8000.0,7.271,0.358,1741-038
53576.832,8000.0,7.093,0.18,1741-038
53576.921,8000.0,7.12,0.177,1741-038
53577.942,8000.0,7.163,0.18,1741-038
53605.869,8000.0,7.121,0.249,1741-038
53606.718,8000.0,7.039,0.245,1741-038
53637.68,8000.0,6.937,0.159,1741-038
53637.769,8000.0,6.844,0.158,1741-038
53698.556,8000.0,6.762,0.244,1741-038
53698.638,8000.0,6.465,0.249,1741-038
53721.607,8000.0,6.863,0.185,1741-038
53742.302,8000.0,6.733,0.152,1741-038
53743.377,8000.0,6.24,0.157,1741-038
53744.306,8000.0,6.47,0.163,1741-038
53766.46,8000.0,6.608,0.245,1741-038
53771.373,8000.0,6.346,0.231,1741-038
53771.382,8000.0,6.203,0.231,1741-038
53779.264,8000.0,6.276,0.149,1741-038
53805.262,8000.0,6.39,0.203,1741-038
53805.271,8000.0,6.132,0.187,1741-038
53805.279,8000.0,5.964,0.183,1741-038
53831.188,8000.0,5.854,0.519,1741-038
53831.197,8000.0,5.943,0.523,1741-038
53851.137,8000.0,5.942,0.251,1741-038
53851.146,8000.0,5.648,0.359,1741-038
53860.095,8000.0,6.095,0.315,1741-038
53861.084,8000.0,6.083,0.191,1741-038
53908.013,8000.0,5.828,0.168,1741-038
53955.88,8000.0,5.746,0.239,1741-038
53973.822,8000.0,5.694,0.133,1741-038
54010.718,8000.0,5.515,0.23,1741-038
54022.64,8000.0,5.824,0.192,1741-038
54037.617,8000.0,5.052,0.423,1741-038
54059.544,8000.0,5.989,0.284,1741-038
54080.516,8000.0,5.582,0.134,1741-038
54099.477,8000.0,5.814,0.165,1741-038
54121.372,8000.0,5.807,0.138,1741-038
54150.334,8000.0,5.781,0.168,1741-038
54185.207,8000.0,5.797,0.408,1741-038
54199.175,8000.0,5.855,0.134,1741-038
54220.19,8000.0,5.896,0.172,1741-038
54275.945,8000.0,5.817,0.183,1741-038
54288.92,8000.0,5.701,0.095,1741-038
54295.981,8000.0,5.649,0.186,1741-038
54324.892,8000.0,5.612,0.168,1741-038
54343.797,8000.0,5.68,0.15,1741-038
54373.75,8000.0,5.498,0.147,1741-038
54421.582,8000.0,5.127,0.43,1741-038
54435.533,8000.0,5.491,0.112,1741-038
54477.44,8000.0,5.155,0.283,1741-038
54513.286,8000.0,5.043,0.146,1741-038
54576.108,8000.0,4.942,0.143,1741-038
54605.098,8000.0,4.775,0.139,1741-038
54640.955,8000.0,4.757,0.117,1741-038
54652.923,8000.0,4.631,0.155,1741-038
54666.911,8000.0,4.598,0.178,1741-038
54688.814,8000.0,4.391,0.121,1741-038
54723.735,8000.0,4.497,0.324,1741-038
54777.542,8000.0,4.148,0.17,1741-038
54952.163,8000.0,3.766,1.139,1741-038
55003.957,8000.0,3.594,0.159,1741-038
55035.928,8000.0,3.449,0.15,1741-038
55063.745,8000.0,3.201,0.115,1741-038
55076.791,8000.0,3.669,0.253,1741-038
55100.689,8000.0,3.52,0.077,1741-038
55122.704,8000.0,3.334,0.138,1741-038
55208.393,8000.0,3.422,0.133,1741-038
53772.624,22000.0,1.291,0.344,1807+698
53772.633,22000.0,1.031,0.347,1807+698
53862.213,22000.0,1.509,0.289,1807+698
53862.223,22000.0,1.356,0.277,1807+698
53954.962,22000.0,1.26,0.339,1807+698
53954.971,22000.0,1.373,0.301,1807+698
53972.918,22000.0,1.237,0.335,1807+698
53972.927,22000.0,1.433,0.285,1807+698
54009.78,22000.0,1.493,0.385,1807+698
54009.789,22000.0,1.237,0.353,1807+698
54021.732,22000.0,1.054,0.277,1807+698
54021.741,22000.0,1.353,0.257,1807+698
54056.682,22000.0,1.005,0.613,1807+698
54056.691,22000.0,0.931,0.541,1807+698
54119.563,22000.0,1.343,0.268,1807+698
54119.572,22000.0,0.936,0.271,1807+698
54119.582,22000.0,0.886,0.272,1807+698
54119.591,22000.0,1.275,0.255,1807+698
54147.483,22000.0,1.182,0.279,1807+698
54147.493,22000.0,1.032,0.357,1807+698
54147.502,22000.0,1.436,0.509,1807+698
54197.102,22000.0,1.312,0.59,1807+698
54218.137,22000.0,1.345,0.369,1807+698
54218.146,22000.0,1.402,0.357,1807+698
54218.155,22000.0,1.543,0.415,1807+698
54218.164,22000.0,1.442,0.461,1807+698
54273.963,22000.0,1.586,0.396,1807+698
54273.972,22000.0,1.718,0.397,1807+698
54273.982,22000.0,1.419,0.318,1807+698
54273.991,22000.0,1.849,0.325,1807+698
54288.034,22000.0,1.451,0.315,1807+698
54288.044,22000.0,1.878,0.321,1807+698
54295.096,22000.0,1.759,0.351,1807+698
54295.105,22000.0,1.399,0.332,1807+698
54295.114,22000.0,1.586,0.326,1807+698
54344.767,22000.0,1.87,0.268,1807+698
54344.776,22000.0,1.755,0.251,1807+698
54344.785,22000.0,1.686,0.282,1807+698
54344.795,22000.0,1.977,0.26,1807+698
54372.813,22000.0,1.918,0.479,1807+698
54456.728,22000.0,1.593,0.247,1807+698
54456.737,22000.0,1.406,0.25,1807+698
54478.698,22000.0,1.351,0.326,1807+698
54511.592,22000.0,1.6,0.118,1807+698
54511.602,22000.0,1.462,0.129,1807+698
54511.611,22000.0,1.363,0.136,1807+698
54511.62,22000.0,1.729,0.132,1807+698
54561.313,22000.0,2.157,0.342,1807+698
54561.322,22000.0,1.56,0.367,1807+698
54575.233,22000.0,1.909,0.31,1807+698
54640.13,22000.0,1.45,0.232,1807+698
54640.139,22000.0,1.853,0.268,1807+698
54652.056,22000.0,1.552,0.303,1807+698
54652.065,22000.0,2.004,0.359,1807+698
54666.008,22000.0,1.791,0.237,1807+698
54666.017,22000.0,2.205,0.263,1807+698
54686.97,22000.0,1.375,0.565,1807+698
54912.323,22000.0,0.738,0.319,1807+698
54912.332,22000.0,1.244,0.343,1807+698
54953.295,22000.0,0.713,0.802,1807+698
54953.305,22000.0,1.192,0.751,1807+698
55002.066,22000.0,1.68,0.415,1807+698
55002.075,22000.0,1.07,0.466,1807+698
55032.231,22000.0,1.419,0.429,1807+698
55032.241,22000.0,1.865,0.371,1807+698
55099.356,22000.0,2.435,0.475,1807+698
55121.367,22000.0,1.279,0.628,1807+698
55209.159,22000.0,2.235,0.428,1807+698
53827.074,43000.0,1.132,0.524,1807+698
53854.991,43000.0,0.955,0.537,1807+698
53855.005,43000.0,1.134,0.609,1807+698
53878.949,43000.0,1.054,0.433,1807+698
53878.963,43000.0,0.992,0.417,1807+698
53911.866,43000.0,1.297,0.44,1807+698
53911.879,43000.0,1.251,0.473,1807+698
53912.866,43000.0,1.298,0.426,1807+698
53912.879,43000.0,1.364,0.464,1807+698
53913.879,43000.0,1.255,0.436,1807+698
53930.832,43000.0,1.188,0.454,1807+698
53951.786,43000.0,1.234,0.418,1807+698
53952.749,43000.0,1.033,0.468,1807+698
53971.708,43000.0,0.733,0.391,1807+698
53972.707,43000.0,0.883,0.392,1807+698
53998.624,43000.0,1.087,0.364,1807+698
53999.619,43000.0,0.911,0.346,1807+698
54000.624,43000.0,1.122,0.354,1807+698
54025.541,43000.0,1.211,0.502,1807+698
54026.536,43000.0,1.396,0.56,1807+698
54276.868,43000.0,1.179,0.148,1807+698
54276.88,43000.0,1.111,0.268,1807+698
54277.867,43000.0,0.84,0.115,1807+698
54277.882,43000.0,0.987,0.228,1807+698
54320.747,43000.0,1.62,0.199,1807+698
54321.747,43000.0,1.537,0.201,1807+698
54322.747,43000.0,1.573,0.202,1807+698
54389.581,43000.0,1.511,0.2,1807+698
54390.579,43000.0,1.615,0.19,1807+698
54422.465,43000.0,1.368,0.222,1807+698
54424.465,43000.0,1.346,0.194,1807+698
54435.424,43000.0,0.982,0.237,1807+698
54437.466,43000.0,0.919,0.16,1807+698
54479.349,43000.0,1.316,0.211,1807+698
54506.228,43000.0,1.422,0.196,1807+698
54507.256,43000.0,1.922,0.296,1807+698
54523.215,43000.0,1.497,0.193,1807+698
54556.078,43000.0,1.56,0.179,1807+698
54557.091,43000.0,1.55,0.19,1807+698
54580.008,43000.0,1.41,0.16,1807+698
54581.007,43000.0,1.439,0.162,1807+698
54596.965,43000.0,1.042,0.176,1807+698
54610.929,43000.0,1.321,0.176,1807+698
54611.921,43000.0,1.356,0.151,1807+698
54641.84,43000.0,1.964,0.293,1807+698
54642.838,43000.0,1.729,0.258,1807+698
54643.838,43000.0,1.653,0.242,1807+698
54659.797,43000.0,1.788,0.304,1807+698
54660.798,43000.0,1.86,0.345,1807+698
54679.755,43000.0,1.999,0.22,1807+698
54680.756,43000.0,1.919,0.252,1807+698
54681.755,43000.0,1.838,0.221,1807+698
54682.755,43000.0,1.717,0.224,1807+698
54708.691,43000.0,1.732,0.228,1807+698
54709.692,43000.0,1.503,0.242,1807+698
54710.672,43000.0,1.396,0.184,1807+698
54710.692,43000.0,1.389,0.169,1807+698
54743.586,43000.0,2.579,0.466,1807+698
54744.58,43000.0,2.097,0.375,1807+698
54745.579,43000.0,1.733,0.387,1807+698
54779.466,43000.0,1.541,0.24,1807+698
54780.465,43000.0,1.141,0.187,1807+698
54781.465,43000.0,2.128,0.359,1807+698
54807.466,43000.0,1.079,0.178,1807+698
54808.466,43000.0,1.504,0.242,1807+698
54809.463,43000.0,1.754,0.266,1807+698
54877.257,43000.0,1.601,0.316,1807+698
54879.257,43000.0,1.57,0.299,1807+698
54930.091,43000.0,1.319,0.161,1807+698
54931.091,43000.0,1.288,0.154,1807+698
54958.966,43000.0,1.452,0.181,1807+698
54959.966,43000.0,1.329,0.179,1807+698
54960.966,43000.0,1.377,0.177,1807+698
55009.841,43000.0,1.733,0.245,1807+698
55010.841,43000.0,1.293,0.192,1807+698
55011.841,43000.0,1.349,0.184,1807+698
55151.376,43000.0,1.463,0.229,1807+698
55152.382,43000.0,1.452,0.261,1807+698
55167.465,43000.0,1.656,0.302,1807+698
55168.465,43000.0,1.249,0.222,1807+698
55211.34,43000.0,1.626,0.238,1807+698
53724.035,5000.0,1.839,0.097,1807+698
53724.407,5000.0,1.763,0.078,1807+698
53763.695,5000.0,1.847,0.096,1807+698
53764.019,5000.0,1.728,0.089,1807+698
53770.583,5000.0,1.783,0.077,1807+698
53770.592,5000.0,1.767,0.079,1807+698
53826.305,5000.0,1.691,0.087,1807+698
53852.252,5000.0,1.683,0.113,1807+698
53852.265,5000.0,1.559,0.106,1807+698
53974.911,5000.0,1.611,0.082,1807+698
53974.924,5000.0,1.623,0.092,1807+698
54011.828,5000.0,1.692,0.144,1807+698
54011.841,5000.0,1.675,0.101,1807+698
54011.854,5000.0,1.694,0.126,1807+698
54023.725,5000.0,1.647,0.061,1807+698
54023.738,5000.0,1.732,0.066,1807+698
54297.076,5000.0,1.891,0.077,1807+698
54297.089,5000.0,1.779,0.077,1807+698
54347.733,5000.0,1.713,0.057,1807+698
54347.742,5000.0,1.674,0.058,1807+698
54347.751,5000.0,1.717,0.069,1807+698
54347.76,5000.0,1.719,0.069,1807+698
54396.802,5000.0,1.766,0.074,1807+698
54396.812,5000.0,1.746,0.059,1807+698
54779.707,5000.0,1.914,0.067,1807+698
54779.716,5000.0,1.831,0.065,1807+698
54913.297,5000.0,1.866,0.226,1807+698
54913.307,5000.0,1.626,0.218,1807+698
54954.297,5000.0,1.772,0.284,1807+698
55003.088,5000.0,1.786,0.087,1807+698
55003.097,5000.0,1.818,0.093,1807+698
55034.03,5000.0,1.889,0.221,1807+698
55062.994,5000.0,1.909,0.28,1807+698
55099.807,5000.0,1.919,0.069,1807+698
55099.816,5000.0,1.899,0.071,1807+698
55121.795,5000.0,1.919,0.072,1807+698
55121.805,5000.0,1.882,0.07,1807+698
55210.404,5000.0,1.776,0.083,1807+698
53742.324,8000.0,1.59,0.036,1807+698
53743.333,8000.0,1.564,0.036,1807+698
53765.808,8000.0,1.539,0.118,1807+698
53779.287,8000.0,1.486,0.035,1807+698
53805.293,8000.0,1.652,0.105,1807+698
53805.305,8000.0,1.79,0.188,1807+698
53831.141,8000.0,1.787,0.221,1807+698
53831.154,8000.0,2.042,0.21,1807+698
53851.161,8000.0,1.632,0.22,1807+698
53851.174,8000.0,1.963,0.183,1807+698
53860.121,8000.0,1.59,0.081,1807+698
53861.11,8000.0,1.679,0.128,1807+698
53908.092,8000.0,1.461,0.103,1807+698
53956.01,8000.0,1.482,0.098,1807+698
53973.945,8000.0,1.594,0.065,1807+698
54010.842,8000.0,1.609,0.075,1807+698
54022.762,8000.0,1.613,0.08,1807+698
54037.752,8000.0,1.542,0.076,1807+698
54058.649,8000.0,1.531,0.086,1807+698
54080.64,8000.0,1.648,0.072,1807+698
54098.562,8000.0,1.623,0.073,1807+698
54121.506,8000.0,1.474,0.068,1807+698
54149.409,8000.0,1.534,0.112,1807+698
54199.309,8000.0,1.612,0.074,1807+698
54220.324,8000.0,1.686,0.117,1807+698
54276.128,8000.0,1.743,0.138,1807+698
54289.069,8000.0,1.659,0.057,1807+698
54296.139,8000.0,1.651,0.08,1807+698
54373.902,8000.0,1.802,0.075,1807+698
54576.364,8000.0,1.752,0.092,1807+698
54605.312,8000.0,1.961,0.122,1807+698
54641.144,8000.0,1.766,0.058,1807+698
54653.216,8000.0,1.969,0.197,1807+698
54667.198,8000.0,1.992,0.119,1807+698
54688.156,8000.0,1.754,0.104,1807+698
54723.824,8000.0,1.714,0.128,1807+698
54777.631,8000.0,1.833,0.083,1807+698
54952.332,8000.0,1.646,0.088,1807+698
55035.061,8000.0,1.88,0.079,1807+698
55063.902,8000.0,1.998,0.212,1807+698
55076.941,8000.0,1.867,0.084,1807+698
55100.841,8000.0,1.896,0.053,1807+698
55122.824,8000.0,1.537,0.196,1807+698
55208.545,8000.0,1.754,0.093,1807+698
53373.414,22000.0,4.855,0.298,2200+420
53373.453,22000.0,4.361,0.266,2200+420
53373.578,22000.0,4.674,0.285,2200+420
53374.413,22000.0,4.553,0.283,2200+420
53376.578,22000.0,4.653,0.285,2200+420
53377.414,22000.0,4.631,0.283,2200+420
53377.453,22000.0,4.275,0.26,2200+420
53377.578,22000.0,4.883,0.297,2200+420
53378.414,22000.0,4.74,0.29,2200+420
53378.453,22000.0,4.508,0.279,2200+420
53379.578,22000.0,4.745,0.289,2200+420
53380.414,22000.0,3.922,0.241,2200+420
53380.452,22000.0,4.073,0.251,2200+420
53380.581,22000.0,4.605,0.279,2200+420
53414.299,22000.0,4.64,0.144,2200+420
53415.382,22000.0,4.711,0.173,2200+420
53442.195,22000.0,5.303,0.161,2200+420
53442.237,22000.0,5.369,0.161,2200+420
53442.278,22000.0,5.511,0.163,2200+420
53443.195,22000.0,5.598,0.165,2200+420
53443.237,22000.0,5.49,0.161,2200+420
53443.278,22000.0,5.463,0.158,2200+420
53444.236,22000.0,5.517,0.162,2200+420
53444.276,22000.0,5.428,0.16,2200+420
53466.153,22000.0,5.598,0.444,2200+420
53466.195,22000.0,5.385,0.522,2200+420
53466.237,22000.0,5.125,0.442,2200+420
53467.153,22000.0,5.745,0.413,2200+420
53467.195,22000.0,5.45,0.4,2200+420
53467.236,22000.0,5.75,0.415,2200+420
53511.04,22000.0,5.664,0.669,2200+420
53512.04,22000.0,5.597,0.684,2200+420
53512.111,22000.0,5.074,0.568,2200+420
53512.163,22000.0,4.991,0.754,2200+420
53545.403,22000.0,4.144,0.791,2200+420
53545.408,22000.0,4.384,0.723,2200+420
53606.867,22000.0,4.013,0.367,2200+420
53606.875,22000.0,4.676,0.367,2200+420
53629.715,22000.0,4.488,0.564,2200+420
53629.943,22000.0,4.841,0.43,2200+420
53637.059,22000.0,5.561,0.458,2200+420
53638.73,22000.0,5.417,0.374,2200+420
53698.722,22000.0,3.463,0.362,2200+420
53722.554,22000.0,4.918,0.383,2200+420
53743.52,22000.0,5.848,0.513,2200+420
53743.679,22000.0,5.68,0.412,2200+420
53751.389,22000.0,4.943,0.251,2200+420
53772.473,22000.0,3.629,0.374,2200+420
53772.481,22000.0,3.566,0.351,2200+420
53806.355,22000.0,3.705,0.357,2200+420
53806.364,22000.0,3.782,0.417,2200+420
53806.372,22000.0,3.595,0.316,2200+420
53849.411,22000.0,3.802,0.359,2200+420
53849.42,22000.0,3.594,0.332,2200+420
53861.359,22000.0,3.704,0.385,2200+420
53861.368,22000.0,3.501,0.407,2200+420
53927.194,22000.0,3.832,0.773,2200+420
53955.112,22000.0,3.222,0.383,2200+420
53955.121,22000.0,3.027,0.376,2200+420
53955.13,22000.0,2.9,0.357,2200+420
53973.069,22000.0,2.685,0.424,2200+420
54009.929,22000.0,2.637,0.412,2200+420
54009.938,22000.0,2.249,0.388,2200+420
54009.947,22000.0,2.553,0.365,2200+420
54021.912,22000.0,2.189,0.272,2200+420
54021.922,22000.0,2.112,0.294,2200+420
54021.931,22000.0,2.099,0.274,2200+420
54057.788,22000.0,2.141,0.581,2200+420
54057.806,22000.0,2.076,0.484,2200+420
54057.815,22000.0,1.979,0.504,2200+420
54080.867,22000.0,3.233,0.398,2200+420
54080.876,22000.0,3.538,0.389,2200+420
54080.885,22000.0,3.621,0.48,2200+420
54097.747,22000.0,3.746,0.454,2200+420
54097.757,22000.0,3.037,0.365,2200+420
54097.766,22000.0,3.468,0.382,2200+420
54097.775,22000.0,3.041,0.416,2200+420
54120.668,22000.0,2.683,0.339,2200+420
54120.677,22000.0,2.863,0.449,2200+420
54120.686,22000.0,2.929,0.574,2200+420
54148.605,22000.0,4.261,0.357,2200+420
54148.624,22000.0,3.712,0.259,2200+420
54198.369,22000.0,3.418,0.291,2200+420
54198.378,22000.0,2.949,0.316,2200+420
54198.387,22000.0,3.062,0.314,2200+420
54198.397,22000.0,3.458,0.306,2200+420
54198.406,22000.0,3.227,0.322,2200+420
54219.384,22000.0,2.812,0.304,2200+420
54219.393,22000.0,3.133,0.311,2200+420
54219.412,22000.0,2.671,0.307,2200+420
54274.883,22000.0,4.007,0.444,2200+420
54274.892,22000.0,3.837,0.441,2200+420
54274.901,22000.0,4.346,0.468,2200+420
54274.913,22000.0,4.392,0.403,2200+420
54274.926,22000.0,3.849,0.37,2200+420
54288.175,22000.0,3.932,0.491,2200+420
54288.184,22000.0,3.626,0.384,2200+420
54294.256,22000.0,4.167,0.445,2200+420
54294.265,22000.0,4.277,0.478,2200+420
54294.275,22000.0,4.66,0.474,2200+420
54323.892,22000.0,4.947,0.449,2200+420
54323.91,22000.0,4.48,0.513,2200+420
54323.929,22000.0,4.021,0.592,2200+420
54345.9,22000.0,4.007,0.358,2200+420
54345.91,22000.0,3.824,0.438,2200+420
54345.919,22000.0,3.902,0.557,2200+420
54345.928,22000.0,3.806,0.55,2200+420
54345.937,22000.0,4.317,0.454,2200+420
54372.006,22000.0,4.088,0.387,2200+420
54372.015,22000.0,4.965,0.407,2200+420
54372.024,22000.0,3.98,0.538,2200+420
54385.953,22000.0,4.34,0.366,2200+420
54385.962,22000.0,4.652,0.544,2200+420
54385.971,22000.0,5.386,0.5,2200+420
54455.708,22000.0,4.316,0.301,2200+420
54455.717,22000.0,4.332,0.295,2200+420
54455.726,22000.0,4.575,0.316,2200+420
54455.736,22000.0,4.197,0.315,2200+420
54460.726,22000.0,3.773,0.262,2200+420
54460.735,22000.0,3.711,0.221,2200+420
54478.507,22000.0,4.856,0.378,2200+420
54511.393,22000.0,2.367,0.241,2200+420
54511.403,22000.0,3.465,0.361,2200+420
54511.412,22000.0,3.075,0.39,2200+420
54561.466,22000.0,2.014,0.181,2200+420
54561.476,22000.0,2.524,0.169,2200+420
54561.485,22000.0,3.722,0.257,2200+420
54577.2,22000.0,3.43,0.732,2200+420
54640.292,22000.0,2.258,0.297,2200+420
54640.301,22000.0,1.914,0.279,2200+420
54666.134,22000.0,2.662,0.302,2200+420
54687.079,22000.0,3.342,0.446,2200+420
54721.941,22000.0,3.06,0.775,2200+420
54778.846,22000.0,1.881,0.336,2200+420
54778.855,22000.0,2.526,0.354,2200+420
54815.752,22000.0,2.221,0.369,2200+420
54911.519,22000.0,2.505,0.565,2200+420
54911.528,22000.0,2.783,0.724,2200+420
54952.485,22000.0,4.037,0.929,2200+420
55032.1,22000.0,4.267,0.45,2200+420
55032.109,22000.0,4.371,0.441,2200+420
55062.003,22000.0,3.84,0.455,2200+420
55062.013,22000.0,3.606,0.443,2200+420
55098.952,22000.0,4.462,0.433,2200+420
55098.961,22000.0,4.667,0.32,2200+420
55120.895,22000.0,4.329,0.585,2200+420
55208.685,22000.0,4.4,0.278,2200+420
55208.694,22000.0,4.212,0.255,2200+420
53469.106,43000.0,5.347,0.409,2200+420
53469.148,43000.0,5.154,0.371,2200+420
53469.314,43000.0,5.653,0.676,2200+420
53470.106,43000.0,5.097,0.406,2200+420
53470.148,43000.0,5.582,0.417,2200+420
53470.189,43000.0,5.315,0.386,2200+420
53470.231,43000.0,5.526,0.416,2200+420
53470.273,43000.0,5.248,0.495,2200+420
53826.119,43000.0,4.648,1.696,2200+420
53827.182,43000.0,4.502,1.47,2200+420
53855.036,43000.0,3.047,1.046,2200+420
53855.098,43000.0,3.537,0.921,2200+420
53856.098,43000.0,3.209,1.049,2200+420
53878.994,43000.0,3.799,0.866,2200+420
53879.057,43000.0,3.305,0.695,2200+420
53879.088,43000.0,3.452,0.727,2200+420
53911.911,43000.0,2.953,0.698,2200+420
53912.911,43000.0,3.241,0.753,2200+420
53913.911,43000.0,3.19,0.726,2200+420
53930.962,43000.0,3.333,0.739,2200+420
53950.786,43000.0,2.979,0.799,2200+420
53950.848,43000.0,3.06,0.715,2200+420
53950.879,43000.0,3.17,0.743,2200+420
53951.819,43000.0,2.857,0.718,2200+420
53951.876,43000.0,3.298,0.781,2200+420
53951.904,43000.0,3.094,0.755,2200+420
53971.744,43000.0,2.589,0.846,2200+420
53971.807,43000.0,3.178,0.813,2200+420
53971.838,43000.0,2.956,0.734,2200+420
53972.807,43000.0,2.748,0.742,2200+420
53972.838,43000.0,2.989,0.733,2200+420
53998.754,43000.0,2.299,0.537,2200+420
53999.661,43000.0,2.416,0.634,2200+420
53999.723,43000.0,2.377,0.556,2200+420
53999.755,43000.0,2.558,0.555,2200+420
54000.723,43000.0,2.264,0.541,2200+420
54000.754,43000.0,2.554,0.559,2200+420
54025.577,43000.0,1.576,0.875,2200+420
54025.64,43000.0,1.905,0.706,2200+420
54026.64,43000.0,1.534,0.642,2200+420
54026.671,43000.0,1.899,0.637,2200+420
54276.911,43000.0,5.1,0.639,2200+420
54276.973,43000.0,4.554,0.497,2200+420
54277.005,43000.0,4.496,0.623,2200+420
54277.911,43000.0,4.723,0.591,2200+420
