MJD,Freq,Flux,Flux_err,Source
55165.784,43000.0,1.743,0.297,0235+164
55168.713,43000.0,1.066,0.18,0235+164
55168.752,43000.0,1.175,0.213,0235+164
55168.776,43000.0,1.381,0.221,0235+164
55174.677,43000.0,1.294,0.184,0235+164
55174.737,43000.0,1.125,0.205,0235+164
55175.683,43000.0,1.071,0.224,0235+164
55175.742,43000.0,1.081,0.189,0235+164
55176.674,43000.0,1.485,0.211,0235+164
55176.734,43000.0,1.389,0.199,0235+164
55177.681,43000.0,1.601,0.209,0235+164
55177.741,43000.0,1.688,0.289,0235+164
55181.68,43000.0,1.621,0.237,0235+164
55181.74,43000.0,1.501,0.232,0235+164
55184.639,43000.0,1.787,0.244,0235+164
55184.698,43000.0,1.309,0.227,0235+164
55185.644,43000.0,1.797,0.254,0235+164
55185.704,43000.0,1.664,0.26,0235+164
55186.648,43000.0,1.398,0.224,0235+164
55186.709,43000.0,1.262,0.21,0235+164
55187.654,43000.0,1.535,0.207,0235+164
55187.714,43000.0,1.661,0.298,0235+164
55188.638,43000.0,1.659,0.248,0235+164
55188.698,43000.0,1.56,0.223,0235+164
55189.642,43000.0,1.415,0.188,0235+164
55189.703,43000.0,1.432,0.222,0235+164
55209.588,43000.0,1.291,0.191,0235+164
55213.548,43000.0,1.574,0.263,0235+164
55214.553,43000.0,2.029,0.286,0235+164
53354.713,5000.0,1.394,0.057,0235+164
53354.937,5000.0,1.389,0.038,0235+164
53357.714,5000.0,1.383,0.028,0235+164
53357.925,5000.0,1.365,0.03,0235+164
53358.714,5000.0,1.384,0.065,0235+164
53358.925,5000.0,1.371,0.026,0235+164
53359.714,5000.0,1.375,0.024,0235+164
53359.925,5000.0,1.379,0.031,0235+164
53381.712,5000.0,1.321,0.029,0235+164
53383.738,5000.0,1.24,0.024,0235+164
53384.761,5000.0,1.253,0.021,0235+164
53385.738,5000.0,1.255,0.019,0235+164
53386.738,5000.0,1.263,0.02,0235+164
53387.738,5000.0,1.23,0.021,0235+164
53388.738,5000.0,1.281,0.02,0235+164
53389.738,5000.0,1.318,0.022,0235+164
53444.512,5000.0,1.228,0.022,0235+164
53445.479,5000.0,1.256,0.021,0235+164
53446.478,5000.0,1.238,0.021,0235+164
53448.446,5000.0,1.183,0.021,0235+164
53449.475,5000.0,1.228,0.021,0235+164
53450.446,5000.0,1.215,0.022,0235+164
53454.56,5000.0,1.171,0.079,0235+164
53454.645,5000.0,1.166,0.078,0235+164
53454.653,5000.0,1.206,0.096,0235+164
53456.74,5000.0,1.171,0.084,0235+164
53456.748,5000.0,1.166,0.092,0235+164
53457.512,5000.0,1.132,0.078,0235+164
53457.52,5000.0,1.167,0.074,0235+164
53477.688,5000.0,0.859,0.1,0235+164
53477.696,5000.0,0.863,0.106,0235+164
53505.618,5000.0,1.045,0.154,0235+164
53511.551,5000.0,1.307,0.098,0235+164
53543.455,5000.0,1.129,0.099,0235+164
53543.463,5000.0,1.078,0.093,0235+164
53544.244,5000.0,1.149,0.075,0235+164
53544.252,5000.0,1.14,0.082,0235+164
53576.384,5000.0,1.28,0.089,0235+164
53576.392,5000.0,1.268,0.088,0235+164
53577.225,5000.0,1.167,0.088,0235+164
53577.234,5000.0,1.254,0.086,0235+164
53588.076,5000.0,1.16,0.09,0235+164
53588.081,5000.0,1.249,0.078,0235+164
53588.09,5000.0,1.212,0.092,0235+164
53588.098,5000.0,1.117,0.083,0235+164
53605.95,5000.0,1.377,0.093,0235+164
53605.958,5000.0,1.351,0.096,0235+164
53638.854,5000.0,1.289,0.083,0235+164
53638.862,5000.0,1.331,0.093,0235+164
53639.029,5000.0,1.317,0.079,0235+164
53639.037,5000.0,1.346,0.081,0235+164
53639.208,5000.0,1.344,0.092,0235+164
53639.216,5000.0,1.373,0.079,0235+164
53639.946,5000.0,1.409,0.082,0235+164
53639.955,5000.0,1.266,0.08,0235+164
53640.138,5000.0,1.349,0.086,0235+164
53640.147,5000.0,1.451,0.077,0235+164
53723.835,5000.0,1.845,0.096,0235+164
53723.844,5000.0,1.836,0.1,0235+164
53763.849,5000.0,2.029,0.104,0235+164
53763.857,5000.0,2.006,0.102,0235+164
53770.634,5000.0,2.001,0.094,0235+164
53770.643,5000.0,2.111,0.076,0235+164
53770.651,5000.0,2.058,0.083,0235+164
53826.498,5000.0,1.614,0.092,0235+164
53826.515,5000.0,1.756,0.098,0235+164
53975.144,5000.0,1.586,0.079,0235+164
53975.153,5000.0,1.519,0.082,0235+164
54012.022,5000.0,1.085,0.09,0235+164
54012.032,5000.0,1.121,0.109,0235+164
54023.923,5000.0,0.973,0.055,0235+164
54023.932,5000.0,0.987,0.063,0235+164
54023.941,5000.0,1.004,0.061,0235+164
54276.231,5000.0,2.397,0.091,0235+164
54290.203,5000.0,2.328,0.075,0235+164
54290.212,5000.0,2.337,0.112,0235+164
54297.257,5000.0,2.361,0.081,0235+164
54297.266,5000.0,2.459,0.083,0235+164
54348.095,5000.0,1.749,0.066,0235+164
54348.105,5000.0,1.691,0.063,0235+164
54348.114,5000.0,1.782,0.059,0235+164
54348.123,5000.0,1.813,0.061,0235+164
54374.039,5000.0,1.493,0.067,0235+164
54374.048,5000.0,1.48,0.079,0235+164
54396.979,5000.0,1.388,0.058,0235+164
54396.989,5000.0,1.394,0.059,0235+164
54563.481,5000.0,1.186,0.192,0235+164
54563.49,5000.0,1.112,0.161,0235+164
54724.049,5000.0,3.327,0.093,0235+164
54724.059,5000.0,3.244,0.094,0235+164
54912.583,5000.0,3.234,0.357,0235+164
54912.592,5000.0,3.428,0.259,0235+164
54912.602,5000.0,3.265,0.273,0235+164
55002.395,5000.0,1.92,0.447,0235+164
55002.404,5000.0,2.149,0.409,0235+164
55002.414,5000.0,1.888,0.55,0235+164
55034.246,5000.0,1.758,0.188,0235+164
55034.255,5000.0,1.773,0.206,0235+164
55034.265,5000.0,1.65,0.19,0235+164
55063.202,5000.0,1.637,0.155,0235+164
55063.211,5000.0,1.727,0.205,0235+164
55063.221,5000.0,1.536,0.22,0235+164
55100.017,5000.0,1.391,0.066,0235+164
55100.026,5000.0,1.526,0.064,0235+164
55100.036,5000.0,1.5,0.057,0235+164
55122.09,5000.0,1.446,0.07,0235+164
55122.1,5000.0,1.463,0.098,0235+164
55122.109,5000.0,1.395,0.174,0235+164
55209.742,5000.0,1.224,0.071,0235+164
55209.761,5000.0,1.252,0.263,0235+164
53349.787,8000.0,1.505,0.064,0235+164
53349.892,8000.0,1.477,0.069,0235+164
53349.973,8000.0,1.492,0.066,0235+164
53350.06,8000.0,1.536,0.087,0235+164
53350.646,8000.0,1.542,0.087,0235+164
53350.858,8000.0,1.454,0.063,0235+164
53350.937,8000.0,1.483,0.066,0235+164
53351.845,8000.0,1.576,0.062,0235+164
53351.933,8000.0,1.498,0.063,0235+164
53382.577,8000.0,1.379,0.044,0235+164
53382.635,8000.0,1.285,0.043,0235+164
53382.694,8000.0,1.382,0.045,0235+164
53382.733,8000.0,1.353,0.044,0235+164
53387.841,8000.0,1.148,0.084,0235+164
53387.85,8000.0,1.063,0.075,0235+164
53412.654,8000.0,1.428,0.061,0235+164
53417.617,8000.0,1.077,0.175,0235+164
53451.445,8000.0,1.185,0.019,0235+164
53454.61,8000.0,1.267,0.136,0235+164
53454.618,8000.0,1.213,0.158,0235+164
53457.354,8000.0,1.165,0.093,0235+164
53457.362,8000.0,1.163,0.097,0235+164
53463.406,8000.0,1.221,0.021,0235+164
53463.467,8000.0,1.217,0.04,0235+164
53464.407,8000.0,1.145,0.032,0235+164
53464.466,8000.0,1.201,0.03,0235+164
53478.364,8000.0,1.225,0.108,0235+164
53478.372,8000.0,1.193,0.086,0235+164
53478.612,8000.0,1.119,0.089,0235+164
53478.62,8000.0,1.206,0.075,0235+164
53504.305,8000.0,1.097,0.238,0235+164
53504.414,8000.0,0.989,0.074,0235+164
53504.556,8000.0,1.067,0.073,0235+164
53505.412,8000.0,1.095,0.059,0235+164
53505.553,8000.0,1.038,0.079,0235+164
53506.315,8000.0,1.008,0.098,0235+164
53511.409,8000.0,1.071,0.068,0235+164
53544.428,8000.0,1.469,0.1,0235+164
53577.075,8000.0,1.716,0.237,0235+164
53577.083,8000.0,1.923,0.135,0235+164
53577.411,8000.0,1.81,0.181,0235+164
53578.016,8000.0,1.797,0.108,0235+164
53578.229,8000.0,1.78,0.125,0235+164
53588.035,8000.0,1.405,0.125,0235+164
53588.043,8000.0,1.461,0.122,0235+164
53588.059,8000.0,1.487,0.092,0235+164
53588.067,8000.0,1.584,0.092,0235+164
53605.337,8000.0,1.675,0.178,0235+164
53605.345,8000.0,1.681,0.097,0235+164
53606.12,8000.0,1.514,0.079,0235+164
53606.128,8000.0,1.519,0.103,0235+164
53637.124,8000.0,1.645,0.101,0235+164
53637.132,8000.0,1.569,0.087,0235+164
53637.93,8000.0,1.409,0.074,0235+164
53637.938,8000.0,1.431,0.093,0235+164
53698.005,8000.0,2.359,0.137,0235+164
53698.013,8000.0,2.352,0.13,0235+164
53698.783,8000.0,1.987,0.113,0235+164
53698.791,8000.0,2.189,0.095,0235+164
53720.71,8000.0,2.116,0.09,0235+164
53720.718,8000.0,2.185,0.084,0235+164
53721.895,8000.0,2.203,0.083,0235+164
53721.903,8000.0,2.313,0.099,0235+164
53741.577,8000.0,2.599,0.061,0235+164
53741.65,8000.0,2.692,0.064,0235+164
53742.574,8000.0,2.679,0.07,0235+164
53742.65,8000.0,2.788,0.063,0235+164
53742.71,8000.0,2.805,0.094,0235+164
53742.718,8000.0,2.792,0.096,0235+164
53743.749,8000.0,2.84,0.105,0235+164
53765.666,8000.0,2.393,0.172,0235+164
53771.647,8000.0,2.373,0.114,0235+164
53771.656,8000.0,2.481,0.113,0235+164
53771.665,8000.0,2.642,0.117,0235+164
53804.57,8000.0,2.231,0.092,0235+164
53804.579,8000.0,2.284,0.099,0235+164
53804.587,8000.0,2.256,0.1,0235+164
53830.491,8000.0,2.677,0.22,0235+164
53830.5,8000.0,2.524,0.185,0235+164
53908.316,8000.0,1.87,0.087,0235+164
53956.224,8000.0,1.813,0.096,0235+164
53974.148,8000.0,1.51,0.057,0235+164
54011.044,8000.0,0.859,0.086,0235+164
54022.966,8000.0,0.817,0.059,0235+164
54037.944,8000.0,0.716,0.082,0235+164
54058.851,8000.0,0.713,0.049,0235+164
54079.816,8000.0,0.812,0.073,0235+164
54098.785,8000.0,0.755,0.05,0235+164
54121.727,8000.0,0.807,0.072,0235+164
54149.637,8000.0,1.406,0.152,0235+164
54199.508,8000.0,2.66,0.081,0235+164
54220.522,8000.0,3.236,0.155,0235+164
54275.206,8000.0,3.042,0.114,0235+164
54289.193,8000.0,2.883,0.104,0235+164
54296.258,8000.0,2.598,0.091,0235+164
54325.216,8000.0,1.977,0.074,0235+164
54344.127,8000.0,1.83,0.068,0235+164
54373.014,8000.0,1.391,0.059,0235+164
54420.905,8000.0,1.242,0.079,0235+164
54434.854,8000.0,1.275,0.061,0235+164
54476.761,8000.0,1.027,0.094,0235+164
54512.606,8000.0,0.943,0.051,0235+164
54576.623,8000.0,1.256,0.056,0235+164
54605.539,8000.0,1.626,0.39,0235+164
54640.439,8000.0,2.757,0.082,0235+164
54652.371,8000.0,2.959,0.121,0235+164
54667.339,8000.0,3.357,0.157,0235+164
54688.291,8000.0,3.007,0.133,0235+164
54723.085,8000.0,3.853,0.412,0235+164
54777.897,8000.0,6.444,0.172,0235+164
54951.525,8000.0,2.64,0.591,0235+164
55003.317,8000.0,1.717,0.224,0235+164
55035.287,8000.0,1.511,0.077,0235+164
55064.129,8000.0,1.508,0.088,0235+164
55077.158,8000.0,1.46,0.125,0235+164
55101.055,8000.0,1.331,0.089,0235+164
55123.026,8000.0,1.239,0.106,0235+164
55207.734,8000.0,1.191,0.125,0235+164
53638.146,22000.0,1.452,0.387,0336-019
53638.153,22000.0,1.749,0.388,0336-019
53698.998,22000.0,1.899,0.611,0336-019
53699.006,22000.0,1.822,0.378,0336-019
53720.926,22000.0,1.957,0.445,0336-019
53722.825,22000.0,2.084,0.625,0336-019
53742.921,22000.0,1.811,0.389,0336-019
53743.946,22000.0,1.619,0.356,0336-019
53750.667,22000.0,2.11,0.22,0336-019
53765.865,22000.0,1.995,0.384,0336-019
53766.712,22000.0,1.779,0.38,0336-019
53766.719,22000.0,1.863,0.351,0336-019
53772.722,22000.0,2.083,0.261,0336-019
53772.731,22000.0,2.139,0.272,0336-019
53805.579,22000.0,2.608,0.368,0336-019
53805.588,22000.0,2.387,0.387,0336-019
53849.48,22000.0,1.791,0.358,0336-019
53849.489,22000.0,1.826,0.358,0336-019
53861.416,22000.0,1.783,0.307,0336-019
53861.425,22000.0,1.762,0.304,0336-019
53861.434,22000.0,2.337,0.308,0336-019
53861.443,22000.0,2.397,0.31,0336-019
53927.283,22000.0,2.962,0.574,0336-019
53955.181,22000.0,2.382,0.43,0336-019
53955.19,22000.0,2.656,0.393,0336-019
53973.139,22000.0,2.024,0.355,0336-019
53973.148,22000.0,2.203,0.34,0336-019
54009.999,22000.0,2.384,0.452,0336-019
54010.008,22000.0,2.398,0.469,0336-019
54021.982,22000.0,2.457,0.403,0336-019
54021.992,22000.0,2.763,0.323,0336-019
54057.847,22000.0,2.212,0.589,0336-019
54057.856,22000.0,2.833,0.665,0336-019
54057.875,22000.0,2.62,0.578,0336-019
54097.787,22000.0,2.064,0.514,0336-019
54097.796,22000.0,2.129,0.451,0336-019
54097.806,22000.0,1.999,0.401,0336-019
54120.722,22000.0,1.982,0.594,0336-019
54120.741,22000.0,2.251,0.705,0336-019
54148.66,22000.0,1.886,0.322,0336-019
54148.669,22000.0,2.098,0.282,0336-019
54148.678,22000.0,1.844,0.3,0336-019
54198.452,22000.0,1.911,0.434,0336-019
54198.48,22000.0,1.792,0.366,0336-019
54219.466,22000.0,1.51,0.307,0336-019
54219.475,22000.0,1.679,0.346,0336-019
54219.484,22000.0,1.417,0.396,0336-019
54219.494,22000.0,1.336,0.362,0336-019
54274.258,22000.0,1.462,0.468,0336-019
54274.267,22000.0,1.804,0.403,0336-019
54288.273,22000.0,1.406,0.335,0336-019
54288.283,22000.0,1.564,0.345,0336-019
54294.367,22000.0,1.983,0.345,0336-019
54294.376,22000.0,2.428,0.351,0336-019
54324.129,22000.0,2.55,0.479,0336-019
54324.138,22000.0,3.338,0.441,0336-019
54324.148,22000.0,2.257,0.47,0336-019
54324.157,22000.0,2.034,0.551,0336-019
54346.141,22000.0,2.47,1.069,0336-019
54372.119,22000.0,2.768,0.54,0336-019
54372.128,22000.0,2.363,0.63,0336-019
54386.066,22000.0,3.077,0.31,0336-019
54386.075,22000.0,3.188,0.272,0336-019
54456.878,22000.0,3.433,0.326,0336-019
54456.887,22000.0,2.218,0.367,0336-019
54460.805,22000.0,1.807,0.185,0336-019
54460.814,22000.0,2.12,0.241,0336-019
54478.828,22000.0,1.39,0.336,0336-019
54478.837,22000.0,2.643,0.406,0336-019
54511.661,22000.0,1.988,0.15,0336-019
54511.67,22000.0,1.838,0.183,0336-019
54511.679,22000.0,2.366,0.169,0336-019
54511.688,22000.0,2.084,0.164,0336-019
54561.582,22000.0,1.963,0.165,0336-019
54561.591,22000.0,1.762,0.155,0336-019
54575.589,22000.0,1.349,0.314,0336-019
54604.498,22000.0,0.906,0.209,0336-019
54639.451,22000.0,1.764,0.247,0336-019
54639.46,22000.0,1.766,0.237,0336-019
54651.407,22000.0,1.071,0.267,0336-019
54651.416,22000.0,2.026,0.38,0336-019
54666.351,22000.0,1.686,0.233,0336-019
54666.36,22000.0,1.567,0.21,0336-019
54687.308,22000.0,1.47,0.256,0336-019
54687.317,22000.0,2.28,0.343,0336-019
54722.187,22000.0,1.504,0.372,0336-019
54779.066,22000.0,2.194,0.397,0336-019
54779.075,22000.0,2.149,0.404,0336-019
54815.942,22000.0,2.811,0.414,0336-019
54815.951,22000.0,3.356,0.456,0336-019
54911.659,22000.0,2.116,0.414,0336-019
54911.668,22000.0,2.426,0.473,0336-019
55001.402,22000.0,1.461,0.403,0336-019
55001.411,22000.0,1.528,0.445,0336-019
55062.093,22000.0,1.208,0.253,0336-019
55062.103,22000.0,1.771,0.345,0336-019
55099.041,22000.0,2.133,0.233,0336-019
55121.067,22000.0,1.125,1.068,0336-019
55208.851,22000.0,2.327,0.308,0336-019
53827.452,43000.0,2.046,0.826,0336-019
53855.369,43000.0,1.653,0.85,0336-019
53878.327,43000.0,1.691,0.569,0336-019
53879.327,43000.0,1.956,0.601,0336-019
53913.244,43000.0,2.056,0.688,0336-019
53951.119,43000.0,2.279,0.671,0336-019
53952.119,43000.0,2.03,0.641,0336-019
53953.119,43000.0,2.244,0.619,0336-019
53971.077,43000.0,1.682,0.679,0336-019
53972.077,43000.0,1.778,0.653,0336-019
53973.077,43000.0,1.441,0.598,0336-019
53997.994,43000.0,1.707,0.492,0336-019
53998.994,43000.0,1.174,0.443,0336-019
54277.244,43000.0,2.295,0.327,0336-019
54321.118,43000.0,1.467,0.231,0336-019
54322.119,43000.0,1.405,0.214,0336-019
54364.994,43000.0,2.231,0.273,0336-019
54366.994,43000.0,2.014,0.249,0336-019
54390.958,43000.0,2.516,0.263,0336-019
54421.822,43000.0,2.282,0.299,0336-019
54423.822,43000.0,2.114,0.291,0336-019
54424.822,43000.0,2.148,0.274,0336-019
54436.822,43000.0,2.117,0.46,0336-019
54437.822,43000.0,2.256,0.477,0336-019
54479.697,43000.0,1.956,0.272,0336-019
54480.697,43000.0,2.05,0.295,0336-019
54506.614,43000.0,1.995,0.248,0336-019
54523.569,43000.0,1.676,0.196,0336-019
54556.444,43000.0,2.164,0.333,0336-019
54557.448,43000.0,1.742,0.208,0336-019
54580.363,43000.0,1.68,0.193,0336-019
54597.324,43000.0,1.625,0.26,0336-019
54611.281,43000.0,1.575,0.17,0336-019
54612.281,43000.0,1.858,0.19,0336-019
54642.197,43000.0,1.572,0.223,0336-019
54643.194,43000.0,1.761,0.225,0336-019
54644.197,43000.0,1.705,0.211,0336-019
54659.155,43000.0,1.769,0.269,0336-019
54660.155,43000.0,1.398,0.202,0336-019
54680.114,43000.0,1.947,0.21,0336-019
54681.114,43000.0,2.117,0.225,0336-019
54682.114,43000.0,1.999,0.215,0336-019
54708.031,43000.0,2.473,0.281,0336-019
54709.031,43000.0,2.503,0.282,0336-019
54710.031,43000.0,2.928,0.342,0336-019
54743.958,43000.0,2.281,0.369,0336-019
54744.958,43000.0,1.821,0.289,0336-019
54779.822,43000.0,2.155,0.304,0336-019
54780.822,43000.0,2.111,0.305,0336-019
54781.822,43000.0,2.342,0.335,0336-019
54807.822,43000.0,2.48,0.336,0336-019
54808.822,43000.0,2.556,0.341,0336-019
54809.822,43000.0,2.563,0.338,0336-019
54840.696,43000.0,1.898,0.391,0336-019
54841.697,43000.0,2.291,0.425,0336-019
54842.694,43000.0,1.79,0.408,0336-019
54878.618,43000.0,2.35,0.351,0336-019
54929.447,43000.0,1.495,0.166,0336-019
54930.447,43000.0,1.571,0.192,0336-019
54959.324,43000.0,1.186,0.161,0336-019
54961.321,43000.0,1.104,0.138,0336-019
55009.197,43000.0,1.541,0.175,0336-019
55010.196,43000.0,1.517,0.18,0336-019
55011.198,43000.0,1.254,0.161,0336-019
55167.822,43000.0,1.437,0.224,0336-019
55168.822,43000.0,1.082,0.19,0336-019
55209.699,43000.0,0.953,0.168,0336-019
53511.293,5000.0,2.201,0.105,0336-019
53511.382,5000.0,2.346,0.098,0336-019
53511.579,5000.0,2.125,0.096,0336-019
53638.993,5000.0,2.172,0.086,0336-019
53639.046,5000.0,2.215,0.091,0336-019
53639.171,5000.0,2.107,0.084,0336-019
53639.234,5000.0,2.216,0.122,0336-019
53639.973,5000.0,2.108,0.086,0336-019
53640.102,5000.0,2.161,0.071,0336-019
53640.165,5000.0,2.165,0.087,0336-019
53723.863,5000.0,2.217,0.141,0336-019
53723.968,5000.0,2.186,0.088,0336-019
53763.644,5000.0,2.11,0.117,0336-019
53770.67,5000.0,2.187,0.083,0336-019
53770.678,5000.0,2.135,0.085,0336-019
53826.525,5000.0,2.11,0.108,0336-019
53826.542,5000.0,2.288,0.104,0336-019
53975.174,5000.0,2.511,0.085,0336-019
53975.183,5000.0,2.527,0.08,0336-019
54012.053,5000.0,2.551,0.09,0336-019
54012.063,5000.0,2.618,0.094,0336-019
54023.982,5000.0,2.602,0.079,0336-019
54023.992,5000.0,2.562,0.082,0336-019
54290.222,5000.0,2.332,0.113,0336-019
54290.232,5000.0,2.338,0.102,0336-019
54297.277,5000.0,2.431,0.085,0336-019
54297.286,5000.0,2.413,0.084,0336-019
54374.058,5000.0,2.532,0.079,0336-019
54374.068,5000.0,2.561,0.075,0336-019
54396.999,5000.0,2.429,0.072,0336-019
54397.008,5000.0,2.452,0.079,0336-019
54563.502,5000.0,2.634,0.209,0336-019
54724.069,5000.0,2.472,0.093,0336-019
54724.078,5000.0,2.468,0.098,0336-019
54912.612,5000.0,2.563,0.33,0336-019
54912.621,5000.0,2.758,0.276,0336-019
54953.586,5000.0,2.717,0.329,0336-019
54953.595,5000.0,2.517,0.386,0336-019
55002.425,5000.0,2.523,0.335,0336-019
55002.434,5000.0,2.859,0.406,0336-019
55034.276,5000.0,2.432,0.238,0336-019
55034.285,5000.0,2.39,0.265,0336-019
55063.232,5000.0,2.481,0.204,0336-019
55063.242,5000.0,2.449,0.192,0336-019
55100.047,5000.0,2.47,0.083,0336-019
55100.057,5000.0,2.435,0.079,0336-019
55122.12,5000.0,2.367,0.117,0336-019
55122.13,5000.0,2.39,0.145,0336-019
55209.772,5000.0,2.27,0.11,0336-019
55209.782,5000.0,2.288,0.099,0336-019
53511.427,8000.0,2.154,0.083,0336-019
53511.523,8000.0,2.092,0.094,0336-019
53637.15,8000.0,2.274,0.132,0336-019
53637.955,8000.0,2.121,0.096,0336-019
53638.082,8000.0,2.219,0.089,0336-019
53698.809,8000.0,2.149,0.117,0336-019
53698.935,8000.0,2.23,0.111,0336-019
53720.736,8000.0,1.891,0.088,0336-019
53720.854,8000.0,1.999,0.089,0336-019
53721.921,8000.0,1.976,0.098,0336-019
53722.043,8000.0,2.13,0.099,0336-019
53722.748,8000.0,2.079,0.089,0336-019
53741.69,8000.0,2.046,0.047,0336-019
53742.736,8000.0,1.923,0.106,0336-019
53743.875,8000.0,2.01,0.104,0336-019
53765.684,8000.0,2.049,0.18,0336-019
53771.683,8000.0,2.023,0.117,0336-019
53771.692,8000.0,2.004,0.184,0336-019
53804.611,8000.0,2.008,0.132,0336-019
53804.619,8000.0,2.292,0.106,0336-019
53804.628,8000.0,2.315,0.201,0336-019
53860.44,8000.0,2.227,0.101,0336-019
53907.358,8000.0,2.603,0.115,0336-019
53956.266,8000.0,2.523,0.12,0336-019
53974.19,8000.0,2.368,0.119,0336-019
54011.086,8000.0,2.45,0.102,0336-019
54023.008,8000.0,2.456,0.106,0336-019
54037.987,8000.0,2.367,0.14,0336-019
54058.882,8000.0,2.592,0.142,0336-019
54079.859,8000.0,2.311,0.085,0336-019
54098.822,8000.0,2.444,0.097,0336-019
54121.765,8000.0,2.277,0.081,0336-019
54149.669,8000.0,2.094,0.149,0336-019
54199.545,8000.0,2.123,0.062,0336-019
54220.559,8000.0,2.312,0.102,0336-019
54275.23,8000.0,2.169,0.083,0336-019
54289.217,8000.0,2.166,0.065,0336-019
54296.288,8000.0,2.187,0.09,0336-019
54325.24,8000.0,2.457,0.136,0336-019
54344.151,8000.0,2.374,0.067,0336-019
54373.038,8000.0,2.541,0.086,0336-019
54420.929,8000.0,2.671,0.111,0336-019
54434.878,8000.0,2.685,0.069,0336-019
54476.785,8000.0,2.324,0.14,0336-019
54512.63,8000.0,2.35,0.08,0336-019
54562.655,8000.0,2.137,0.136,0336-019
54576.647,8000.0,2.391,0.126,0336-019
54605.552,8000.0,2.144,0.319,0336-019
54640.463,8000.0,2.253,0.097,0336-019
54652.408,8000.0,2.238,0.107,0336-019
54667.376,8000.0,2.319,0.087,0336-019
54688.328,8000.0,2.293,0.087,0336-019
54777.921,8000.0,2.123,0.116,0336-019
54951.543,8000.0,2.68,0.194,0336-019
55003.341,8000.0,1.82,0.238,0336-019
55035.311,8000.0,2.168,0.144,0336-019
55064.153,8000.0,2.207,0.072,0336-019
55077.182,8000.0,2.254,0.168,0336-019
55101.079,8000.0,2.187,0.11,0336-019
55123.05,8000.0,2.097,0.113,0336-019
55207.747,8000.0,1.971,0.122,0336-019
54147.817,22000.0,8.863,0.396,0355+508
54147.83,22000.0,8.863,0.429,0355+508
54147.843,22000.0,8.624,0.424,0355+508
54198.329,22000.0,10.444,0.643,0355+508
54198.338,22000.0,10.162,0.651,0355+508
54198.347,22000.0,10.653,0.643,0355+508
54198.357,22000.0,10.245,0.62,0355+508
54219.344,22000.0,8.457,0.571,0355+508
54219.353,22000.0,8.85,0.534,0355+508
54219.362,22000.0,8.36,0.511,0355+508
54219.372,22000.0,8.94,0.553,0355+508
54274.506,22000.0,10.259,0.615,0355+508
54274.516,22000.0,9.883,0.564,0355+508
54274.525,22000.0,10.201,0.602,0355+508
54274.534,22000.0,9.976,0.608,0355+508
54288.416,22000.0,9.984,0.588,0355+508
54288.425,22000.0,9.175,0.537,0355+508
54294.514,22000.0,10.3,0.702,0355+508
54294.524,22000.0,9.69,0.602,0355+508
54323.128,22000.0,11.275,1.431,0355+508
54323.137,22000.0,9.09,1.021,0355+508
54323.146,22000.0,10.939,1.105,0355+508
54323.156,22000.0,10.865,1.256,0355+508
54345.086,22000.0,11.565,0.59,0355+508
54345.095,22000.0,12.355,0.639,0355+508
54345.104,22000.0,11.952,0.581,0355+508
54345.113,22000.0,12.084,0.596,0355+508
54372.259,22000.0,12.129,0.663,0355+508
54372.269,22000.0,11.726,0.552,0355+508
54386.207,22000.0,13.482,0.953,0355+508
54386.216,22000.0,13.372,0.953,0355+508
54455.776,22000.0,13.316,0.704,0355+508
54455.794,22000.0,13.721,0.723,0355+508
54460.761,22000.0,12.416,0.411,0355+508
54460.771,22000.0,12.907,0.423,0355+508
54510.583,22000.0,11.85,0.604,0355+508
