Source,Freq,MJD_1,MJD_2,MJD_diff,Flux_1,Flux_2,Flux_diff
0235+164,8000.0,53382.733,53412.654,29.921000000002095,1.353,1.428,0.07499999999999996
0235+164,8000.0,53382.733,53417.617,34.883999999998196,1.353,1.077,-0.276
0235+164,8000.0,53387.841,53412.654,24.81300000000192,1.148,1.428,0.28
0235+164,8000.0,53387.841,53417.617,29.77599999999802,1.148,1.077,-0.07099999999999995
0235+164,8000.0,53387.85,53412.654,24.804000000003725,1.063,1.428,0.365
0235+164,8000.0,53387.85,53417.617,29.766999999999825,1.063,1.077,0.014000000000000012
0235+164,8000.0,53412.654,53451.445,38.79099999999744,1.428,1.185,-0.24299999999999988
0235+164,8000.0,53412.654,53454.61,41.95599999999831,1.428,1.267,-0.16100000000000003
0235+164,8000.0,53412.654,53454.618,41.96399999999994,1.428,1.213,-0.21499999999999986
0235+164,8000.0,53412.654,53457.354,44.69999999999709,1.428,1.165,-0.2629999999999999
0235+164,8000.0,53412.654,53457.362,44.70799999999872,1.428,1.163,-0.2649999999999999
0235+164,8000.0,53417.617,53451.445,33.82800000000134,1.077,1.185,0.1080000000000001
0235+164,8000.0,53417.617,53454.61,36.99300000000221,1.077,1.267,0.18999999999999995
0235+164,8000.0,53417.617,53454.618,37.00100000000384,1.077,1.213,0.13600000000000012
0235+164,8000.0,53417.617,53457.354,39.73700000000099,1.077,1.165,0.08800000000000008
0235+164,8000.0,53417.617,53457.362,39.74500000000262,1.077,1.163,0.08600000000000008
0235+164,8000.0,53451.445,53478.364,26.919000000001688,1.185,1.225,0.040000000000000036
0235+164,8000.0,53451.445,53478.372,26.927000000003318,1.185,1.193,0.008000000000000007
0235+164,8000.0,53451.445,53478.612,27.16700000000128,1.185,1.119,-0.06600000000000006
0235+164,8000.0,53451.445,53478.62,27.17500000000291,1.185,1.206,0.020999999999999908
0235+164,8000.0,53454.61,53478.364,23.754000000000815,1.267,1.225,-0.041999999999999815
0235+164,8000.0,53454.61,53478.372,23.762000000002445,1.267,1.193,-0.07399999999999984
0235+164,8000.0,53454.61,53478.612,24.002000000000407,1.267,1.119,-0.1479999999999999
0235+164,8000.0,53454.61,53478.62,24.010000000002037,1.267,1.206,-0.06099999999999994
0235+164,8000.0,53454.618,53478.364,23.745999999999185,1.213,1.225,0.01200000000000001
0235+164,8000.0,53454.618,53478.372,23.754000000000815,1.213,1.193,-0.020000000000000018
0235+164,8000.0,53454.618,53478.612,23.993999999998778,1.213,1.119,-0.09400000000000008
0235+164,8000.0,53454.618,53478.62,24.002000000000407,1.213,1.206,-0.007000000000000117
0235+164,8000.0,53457.354,53478.364,21.010000000002037,1.165,1.225,0.06000000000000005
0235+164,8000.0,53457.354,53478.372,21.018000000003667,1.165,1.193,0.028000000000000025
0235+164,8000.0,53457.354,53478.612,21.25800000000163,1.165,1.119,-0.04600000000000004
0235+164,8000.0,53457.354,53478.62,21.26600000000326,1.165,1.206,0.040999999999999925
0235+164,8000.0,53457.362,53478.364,21.002000000000407,1.163,1.225,0.062000000000000055
0235+164,8000.0,53457.362,53478.372,21.010000000002037,1.163,1.193,0.030000000000000027
0235+164,8000.0,53457.362,53478.612,21.25,1.163,1.119,-0.04400000000000004
0235+164,8000.0,53457.362,53478.62,21.25800000000163,1.163,1.206,0.04299999999999993
0235+164,8000.0,53463.406,53478.612,15.205999999998312,1.221,1.119,-0.10200000000000009
0235+164,8000.0,53463.406,53478.62,15.213999999999942,1.221,1.206,-0.015000000000000124
0235+164,8000.0,53463.406,53504.305,40.89899999999761,1.221,1.097,-0.12400000000000011
0235+164,8000.0,53463.406,53504.414,41.007999999994354,1.221,0.989,-0.2320000000000001
0235+164,8000.0,53463.406,53504.556,41.14999999999418,1.221,1.067,-0.15400000000000014
0235+164,8000.0,53463.406,53505.412,42.005999999993946,1.221,1.095,-0.1260000000000001
0235+164,8000.0,53463.406,53505.553,42.146999999997206,1.221,1.038,-0.18300000000000005
0235+164,8000.0,53463.406,53506.315,42.90899999999965,1.221,1.008,-0.21300000000000008
0235+164,8000.0,53463.467,53478.612,15.145000000004075,1.217,1.119,-0.09800000000000009
0235+164,8000.0,53463.467,53478.62,15.153000000005704,1.217,1.206,-0.01100000000000012
0235+164,8000.0,53463.467,53504.305,40.838000000003376,1.217,1.097,-0.1200000000000001
0235+164,8000.0,53463.467,53504.414,40.947000000000116,1.217,0.989,-0.2280000000000001
0235+164,8000.0,53463.467,53504.556,41.08899999999994,1.217,1.067,-0.15000000000000013
0235+164,8000.0,53463.467,53505.412,41.94499999999971,1.217,1.095,-0.12200000000000011
0235+164,8000.0,53463.467,53505.553,42.08600000000297,1.217,1.038,-0.17900000000000005
0235+164,8000.0,53463.467,53506.315,42.84800000000541,1.217,1.008,-0.20900000000000007
0235+164,8000.0,53464.407,53504.305,39.89800000000105,1.145,1.097,-0.04800000000000004
0235+164,8000.0,53464.407,53504.414,40.00699999999779,1.145,0.989,-0.15600000000000003
0235+164,8000.0,53464.407,53504.556,40.14899999999761,1.145,1.067,-0.07800000000000007
0235+164,8000.0,53464.407,53505.412,41.00499999999738,1.145,1.095,-0.050000000000000044
0235+164,8000.0,53464.407,53505.553,41.14600000000064,1.145,1.038,-0.10699999999999998
0235+164,8000.0,53464.407,53506.315,41.908000000003085,1.145,1.008,-0.137
0235+164,8000.0,53464.466,53504.305,39.83899999999994,1.201,1.097,-0.10400000000000009
0235+164,8000.0,53464.466,53504.414,39.94799999999668,1.201,0.989,-0.21200000000000008
0235+164,8000.0,53464.466,53504.556,40.08999999999651,1.201,1.067,-0.13400000000000012
0235+164,8000.0,53464.466,53505.412,40.945999999996275,1.201,1.095,-0.1060000000000001
0235+164,8000.0,53464.466,53505.553,41.086999999999534,1.201,1.038,-0.16300000000000003
0235+164,8000.0,53464.466,53506.315,41.84900000000198,1.201,1.008,-0.19300000000000006
0235+164,8000.0,53478.364,53504.305,25.940999999998894,1.225,1.097,-0.1280000000000001
0235+164,8000.0,53478.364,53504.414,26.049999999995634,1.225,0.989,-0.2360000000000001
0235+164,8000.0,53478.364,53504.556,26.19199999999546,1.225,1.067,-0.15800000000000014
0235+164,8000.0,53478.364,53505.412,27.047999999995227,1.225,1.095,-0.13000000000000012
0235+164,8000.0,53478.364,53505.553,27.188999999998487,1.225,1.038,-0.18700000000000006
0235+164,8000.0,53478.364,53506.315,27.95100000000093,1.225,1.008,-0.21700000000000008
0235+164,8000.0,53478.364,53511.409,33.044999999998254,1.225,1.071,-0.15400000000000014
0235+164,8000.0,53478.372,53504.305,25.932999999997264,1.193,1.097,-0.09600000000000009
0235+164,8000.0,53478.372,53504.414,26.041999999994005,1.193,0.989,-0.20400000000000007
0235+164,8000.0,53478.372,53504.556,26.18399999999383,1.193,1.067,-0.1260000000000001
0235+164,8000.0,53478.372,53505.412,27.039999999993597,1.193,1.095,-0.09800000000000009
0235+164,8000.0,53478.372,53505.553,27.180999999996857,1.193,1.038,-0.15500000000000003
0235+164,8000.0,53478.372,53506.315,27.9429999999993,1.193,1.008,-0.18500000000000005
0235+164,8000.0,53478.372,53511.409,33.036999999996624,1.193,1.071,-0.12200000000000011
0235+164,8000.0,53478.612,53504.305,25.6929999999993,1.119,1.097,-0.02200000000000002
0235+164,8000.0,53478.612,53504.414,25.801999999996042,1.119,0.989,-0.13
0235+164,8000.0,53478.612,53504.556,25.943999999995867,1.119,1.067,-0.052000000000000046
0235+164,8000.0,53478.612,53505.412,26.799999999995634,1.119,1.095,-0.02400000000000002
0235+164,8000.0,53478.612,53505.553,26.940999999998894,1.119,1.038,-0.08099999999999996
0235+164,8000.0,53478.612,53506.315,27.70300000000134,1.119,1.008,-0.11099999999999999
0235+164,8000.0,53478.612,53511.409,32.79699999999866,1.119,1.071,-0.04800000000000004
0235+164,8000.0,53478.62,53504.305,25.68499999999767,1.206,1.097,-0.10899999999999999
0235+164,8000.0,53478.62,53504.414,25.793999999994412,1.206,0.989,-0.21699999999999997
0235+164,8000.0,53478.62,53504.556,25.935999999994237,1.206,1.067,-0.139
0235+164,8000.0,53478.62,53505.412,26.791999999994005,1.206,1.095,-0.11099999999999999
0235+164,8000.0,53478.62,53505.553,26.932999999997264,1.206,1.038,-0.16799999999999993
0235+164,8000.0,53478.62,53506.315,27.69499999999971,1.206,1.008,-0.19799999999999995
0235+164,8000.0,53478.62,53511.409,32.78899999999703,1.206,1.071,-0.135
0235+164,8000.0,53504.305,53544.428,40.12299999999959,1.097,1.469,0.3720000000000001
0235+164,8000.0,53504.414,53544.428,40.01400000000285,0.989,1.469,0.4800000000000001
0235+164,8000.0,53504.556,53544.428,39.87200000000303,1.067,1.469,0.40200000000000014
0235+164,8000.0,53505.412,53544.428,39.01600000000326,1.095,1.469,0.3740000000000001
0235+164,8000.0,53505.553,53544.428,38.875,1.038,1.469,0.43100000000000005
0235+164,8000.0,53506.315,53544.428,38.112999999997555,1.008,1.469,0.4610000000000001
0235+164,8000.0,53511.409,53544.428,33.01900000000023,1.071,1.469,0.39800000000000013
0235+164,8000.0,53544.428,53577.075,32.646999999997206,1.469,1.716,0.2469999999999999
0235+164,8000.0,53544.428,53577.083,32.654999999998836,1.469,1.923,0.45399999999999996
0235+164,8000.0,53544.428,53577.411,32.983000000000175,1.469,1.81,0.34099999999999997
0235+164,8000.0,53544.428,53578.016,33.588000000003376,1.469,1.797,0.32799999999999985
0235+164,8000.0,53544.428,53578.229,33.800999999999476,1.469,1.78,0.31099999999999994
0235+164,8000.0,53544.428,53588.035,43.60700000000361,1.469,1.405,-0.06400000000000006
0235+164,8000.0,53544.428,53588.043,43.61499999999796,1.469,1.461,-0.008000000000000007
0235+164,8000.0,53544.428,53588.059,43.63100000000122,1.469,1.487,0.018000000000000016
0235+164,8000.0,53544.428,53588.067,43.63900000000285,1.469,1.584,0.11499999999999999
0235+164,8000.0,53577.075,53605.337,28.262000000002445,1.716,1.675,-0.040999999999999925
0235+164,8000.0,53577.075,53605.345,28.270000000004075,1.716,1.681,-0.03499999999999992
0235+164,8000.0,53577.075,53606.12,29.04500000000553,1.716,1.514,-0.20199999999999996
0235+164,8000.0,53577.075,53606.128,29.052999999999884,1.716,1.519,-0.19700000000000006
0235+164,8000.0,53577.083,53605.337,28.254000000000815,1.923,1.675,-0.248
0235+164,8000.0,53577.083,53605.345,28.262000000002445,1.923,1.681,-0.242
0235+164,8000.0,53577.083,53606.12,29.0370000000039,1.923,1.514,-0.40900000000000003
0235+164,8000.0,53577.083,53606.128,29.044999999998254,1.923,1.519,-0.40400000000000014
0235+164,8000.0,53577.411,53605.337,27.925999999999476,1.81,1.675,-0.135
0235+164,8000.0,53577.411,53605.345,27.934000000001106,1.81,1.681,-0.129
0235+164,8000.0,53577.411,53606.12,28.70900000000256,1.81,1.514,-0.29600000000000004
0235+164,8000.0,53577.411,53606.128,28.716999999996915,1.81,1.519,-0.29100000000000015
0235+164,8000.0,53578.016,53605.337,27.320999999996275,1.797,1.675,-0.12199999999999989
0235+164,8000.0,53578.016,53605.345,27.328999999997905,1.797,1.681,-0.11599999999999988
0235+164,8000.0,53578.016,53606.12,28.10399999999936,1.797,1.514,-0.2829999999999999
0235+164,8000.0,53578.016,53606.128,28.111999999993714,1.797,1.519,-0.278
0235+164,8000.0,53578.229,53605.337,27.108000000000175,1.78,1.675,-0.10499999999999998
0235+164,8000.0,53578.229,53605.345,27.116000000001804,1.78,1.681,-0.09899999999999998
0235+164,8000.0,53578.229,53606.12,27.89100000000326,1.78,1.514,-0.266
0235+164,8000.0,53578.229,53606.128,27.898999999997613,1.78,1.519,-0.2610000000000001
0235+164,8000.0,53588.035,53605.337,17.301999999996042,1.405,1.675,0.27
0235+164,8000.0,53588.035,53605.345,17.30999999999767,1.405,1.681,0.276
0235+164,8000.0,53588.035,53606.12,18.084999999999127,1.405,1.514,0.10899999999999999
0235+164,8000.0,53588.035,53606.128,18.09299999999348,1.405,1.519,0.11399999999999988
0235+164,8000.0,53588.043,53605.337,17.294000000001688,1.461,1.675,0.21399999999999997
0235+164,8000.0,53588.043,53605.345,17.302000000003318,1.461,1.681,0.21999999999999997
0235+164,8000.0,53588.043,53606.12,18.077000000004773,1.461,1.514,0.052999999999999936
0235+164,8000.0,53588.043,53606.128,18.084999999999127,1.461,1.519,0.05799999999999983
0235+164,8000.0,53588.059,53605.337,17.27799999999843,1.487,1.675,0.18799999999999994
0235+164,8000.0,53588.059,53605.345,17.286000000000058,1.487,1.681,0.19399999999999995
0235+164,8000.0,53588.059,53606.12,18.061000000001513,1.487,1.514,0.026999999999999913
0235+164,8000.0,53588.059,53606.128,18.068999999995867,1.487,1.519,0.031999999999999806
0235+164,8000.0,53588.067,53605.337,17.2699999999968,1.584,1.675,0.09099999999999997
0235+164,8000.0,53588.067,53605.345,17.27799999999843,1.584,1.681,0.09699999999999998
0235+164,8000.0,53588.067,53606.12,18.052999999999884,1.584,1.514,-0.07000000000000006
0235+164,8000.0,53588.067,53606.128,18.060999999994237,1.584,1.519,-0.06500000000000017
0235+164,8000.0,53605.337,53637.124,31.7870000000039,1.675,1.645,-0.030000000000000027
0235+164,8000.0,53605.337,53637.132,31.794999999998254,1.675,1.569,-0.1060000000000001
0235+164,8000.0,53605.337,53637.93,32.59300000000076,1.675,1.409,-0.266
0235+164,8000.0,53605.337,53637.938,32.60100000000239,1.675,1.431,-0.244
0235+164,8000.0,53605.345,53637.124,31.77900000000227,1.681,1.645,-0.03600000000000003
0235+164,8000.0,53605.345,53637.132,31.786999999996624,1.681,1.569,-0.1120000000000001
0235+164,8000.0,53605.345,53637.93,32.58499999999913,1.681,1.409,-0.272
0235+164,8000.0,53605.345,53637.938,32.59300000000076,1.681,1.431,-0.25
0235+164,8000.0,53606.12,53637.124,31.004000000000815,1.514,1.645,0.131
0235+164,8000.0,53606.12,53637.132,31.01199999999517,1.514,1.569,0.05499999999999994
0235+164,8000.0,53606.12,53637.93,31.80999999999767,1.514,1.409,-0.10499999999999998
0235+164,8000.0,53606.12,53637.938,31.8179999999993,1.514,1.431,-0.08299999999999996
0235+164,8000.0,53606.128,53637.124,30.99600000000646,1.519,1.645,0.1260000000000001
0235+164,8000.0,53606.128,53637.132,31.004000000000815,1.519,1.569,0.050000000000000044
0235+164,8000.0,53606.128,53637.93,31.802000000003318,1.519,1.409,-0.10999999999999988
0235+164,8000.0,53606.128,53637.938,31.810000000004948,1.519,1.431,-0.08799999999999986
0235+164,8000.0,53698.005,53720.71,22.705000000001746,2.359,2.116,-0.24299999999999988
0235+164,8000.0,53698.005,53720.718,22.713000000003376,2.359,2.185,-0.17399999999999993
0235+164,8000.0,53698.005,53721.895,23.889999999999418,2.359,2.203,-0.15600000000000014
0235+164,8000.0,53698.005,53721.903,23.898000000001048,2.359,2.313,-0.04599999999999982
0235+164,8000.0,53698.005,53741.577,43.572000000000116,2.359,2.599,0.2400000000000002
0235+164,8000.0,53698.005,53741.65,43.645000000004075,2.359,2.692,0.3330000000000002
0235+164,8000.0,53698.005,53742.574,44.56900000000314,2.359,2.679,0.31999999999999984
0235+164,8000.0,53698.005,53742.65,44.645000000004075,2.359,2.788,0.4289999999999998
0235+164,8000.0,53698.005,53742.71,44.705000000001746,2.359,2.805,0.4460000000000002
0235+164,8000.0,53698.005,53742.718,44.713000000003376,2.359,2.792,0.43299999999999983
0235+164,8000.0,53698.013,53720.71,22.697000000000116,2.352,2.116,-0.23599999999999977
0235+164,8000.0,53698.013,53720.718,22.705000000001746,2.352,2.185,-0.16699999999999982
0235+164,8000.0,53698.013,53721.895,23.881999999997788,2.352,2.203,-0.14900000000000002
0235+164,8000.0,53698.013,53721.903,23.889999999999418,2.352,2.313,-0.0389999999999997
0235+164,8000.0,53698.013,53741.577,43.56399999999849,2.352,2.599,0.24700000000000033
0235+164,8000.0,53698.013,53741.65,43.637000000002445,2.352,2.692,0.3400000000000003
0235+164,8000.0,53698.013,53742.574,44.56100000000151,2.352,2.679,0.32699999999999996
0235+164,8000.0,53698.013,53742.65,44.637000000002445,2.352,2.788,0.43599999999999994
0235+164,8000.0,53698.013,53742.71,44.697000000000116,2.352,2.805,0.4530000000000003
0235+164,8000.0,53698.013,53742.718,44.705000000001746,2.352,2.792,0.43999999999999995
0235+164,8000.0,53698.783,53720.71,21.926999999996042,1.987,2.116,0.129
0235+164,8000.0,53698.783,53720.718,21.93499999999767,1.987,2.185,0.19799999999999995
0235+164,8000.0,53698.783,53721.895,23.111999999993714,1.987,2.203,0.21599999999999975
0235+164,8000.0,53698.783,53721.903,23.119999999995343,1.987,2.313,0.32600000000000007
0235+164,8000.0,53698.783,53741.577,42.79399999999441,1.987,2.599,0.6120000000000001
0235+164,8000.0,53698.783,53741.65,42.86699999999837,1.987,2.692,0.7050000000000001
0235+164,8000.0,53698.783,53742.574,43.79099999999744,1.987,2.679,0.6919999999999997
0235+164,8000.0,53698.783,53742.65,43.86699999999837,1.987,2.788,0.8009999999999997
0235+164,8000.0,53698.783,53742.71,43.92699999999604,1.987,2.805,0.8180000000000001
0235+164,8000.0,53698.783,53742.718,43.93499999999767,1.987,2.792,0.8049999999999997
0235+164,8000.0,53698.783,53743.749,44.96600000000035,1.987,2.84,0.8529999999999998
0235+164,8000.0,53698.791,53720.71,21.919000000001688,2.189,2.116,-0.07299999999999995
0235+164,8000.0,53698.791,53720.718,21.927000000003318,2.189,2.185,-0.0040000000000000036
0235+164,8000.0,53698.791,53721.895,23.10399999999936,2.189,2.203,0.01399999999999979
0235+164,8000.0,53698.791,53721.903,23.11200000000099,2.189,2.313,0.12400000000000011
0235+164,8000.0,53698.791,53741.577,42.78600000000006,2.189,2.599,0.41000000000000014
0235+164,8000.0,53698.791,53741.65,42.859000000004016,2.189,2.692,0.5030000000000001
0235+164,8000.0,53698.791,53742.574,43.783000000003085,2.189,2.679,0.48999999999999977
0235+164,8000.0,53698.791,53742.65,43.859000000004016,2.189,2.788,0.5989999999999998
0235+164,8000.0,53698.791,53742.71,43.91900000000169,2.189,2.805,0.6160000000000001
0235+164,8000.0,53698.791,53742.718,43.92700000000332,2.189,2.792,0.6029999999999998
0235+164,8000.0,53698.791,53743.749,44.958000000005995,2.189,2.84,0.6509999999999998
0235+164,8000.0,53720.71,53741.577,20.86699999999837,2.116,2.599,0.4830000000000001
0235+164,8000.0,53720.71,53741.65,20.94000000000233,2.116,2.692,0.5760000000000001
0235+164,8000.0,53720.71,53742.574,21.864000000001397,2.116,2.679,0.5629999999999997
0235+164,8000.0,53720.71,53742.65,21.94000000000233,2.116,2.788,0.6719999999999997
0235+164,8000.0,53720.71,53742.71,22.0,2.116,2.805,0.6890000000000001
0235+164,8000.0,53720.71,53742.718,22.00800000000163,2.116,2.792,0.6759999999999997
0235+164,8000.0,53720.71,53743.749,23.039000000004307,2.116,2.84,0.7239999999999998
0235+164,8000.0,53720.71,53765.666,44.95599999999831,2.116,2.393,0.2769999999999997
0235+164,8000.0,53720.718,53741.577,20.85899999999674,2.185,2.599,0.41400000000000015
0235+164,8000.0,53720.718,53741.65,20.9320000000007,2.185,2.692,0.5070000000000001
0235+164,8000.0,53720.718,53742.574,21.855999999999767,2.185,2.679,0.4939999999999998
0235+164,8000.0,53720.718,53742.65,21.9320000000007,2.185,2.788,0.6029999999999998
0235+164,8000.0,53720.718,53742.71,21.99199999999837,2.185,2.805,0.6200000000000001
0235+164,8000.0,53720.718,53742.718,22.0,2.185,2.792,0.6069999999999998
0235+164,8000.0,53720.718,53743.749,23.031000000002678,2.185,2.84,0.6549999999999998
0235+164,8000.0,53720.718,53765.666,44.94799999999668,2.185,2.393,0.20799999999999974
0235+164,8000.0,53721.895,53741.577,19.6820000000007,2.203,2.599,0.39600000000000035
0235+164,8000.0,53721.895,53741.65,19.755000000004657,2.203,2.692,0.4890000000000003
0235+164,8000.0,53721.895,53742.574,20.679000000003725,2.203,2.679,0.476
0235+164,8000.0,53721.895,53742.65,20.755000000004657,2.203,2.788,0.585
0235+164,8000.0,53721.895,53742.71,20.81500000000233,2.203,2.805,0.6020000000000003
0235+164,8000.0,53721.895,53742.718,20.823000000003958,2.203,2.792,0.589
0235+164,8000.0,53721.895,53743.749,21.854000000006636,2.203,2.84,0.637
0235+164,8000.0,53721.895,53765.666,43.77100000000064,2.203,2.393,0.18999999999999995
